lineID,site,year,rep,phenoValue
68,STBN_2013_CSS,2013,2,2500
65,STBN_2013_CSS,2013,1,5000
59,STBN_2013_CSS,2013,2,3400
62,STBN_2013_CSS,2013,3,NA
60,STBN_2013_CSS,2013,3,5200
13,STBN_2013_CSS,2013,1,5400
64,STBN_2013_CSS,2013,3,2800
12,STBN_2013_CSS,2013,2,4000
62,STBN_2013_CSS,2013,1,NA
20,STBN_2013_CSS,2013,1,1000
63,STBN_2013_CSS,2013,1,NA
12,STBN_2013_CSS,2013,1,4400
48,STBN_2013_CSS,2013,1,2200
57,STBN_2013_CSS,2013,2,4000
10,STBN_2013_CSS,2013,2,4500
86,STBN_2014_CARI,2014,2,3000
91,STBN_2014_CARI,2014,2,4848
78,STBN_2014_CARI,2014,2,4485
75,STBN_2014_CARI,2014,1,3000
83,STBN_2014_CARI,2014,3,2576
83,STBN_2014_CARI,2014,2,2727
90,STBN_2014_CARI,2014,2,4848
25,STBN_2014_CARI,2014,3,4000
74,STBN_2014_CARI,2014,3,5758
23,STBN_2014_CARI,2014,2,NA
9,STBN_2014_CARI,2014,3,3770
78,STBN_2014_CARI,2014,1,4030
23,STBN_2014_CARI,2014,3,NA
25,STBN_2014_CARI,2014,1,4545
74,STBN_2014_CARI,2014,1,4000
83,STBN_2014_CARI,2014,1,2510
85,STBN_2014_CARI,2014,2,3030
81,STBN_2014_CARI,2014,2,3939
78,STBN_2014_CARI,2014,3,4060
45,STBN_2014_CARI,2014,1,2273
60,STBN_2014_CARI,2014,1,4848
9,STBN_2014_CARI,2014,2,3025
76,STBN_2014_CARI,2014,3,2200
81,STBN_2014_CARI,2014,1,5606
9,STBN_2014_CARI,2014,1,3610
73,STBN_2014_CARI,2014,1,3333
24,STBN_2014_CARI,2014,2,3939
60,STBN_2014_CARI,2014,3,3500
82,STBN_2014_CARI,2014,2,3485
13,STBN_2014_CARI,2014,3,2500
76,STBN_2014_CARI,2014,1,2100
89,STBN_2014_CARI,2014,3,4242
82,STBN_2014_CARI,2014,3,3182
13,STBN_2014_CARI,2014,1,3333
75,STBN_2014_CARI,2014,2,3500
88,STBN_2014_CARI,2014,3,3485
74,STBN_2014_CARI,2014,2,4500
90,STBN_2014_CARI,2014,3,3788
86,STBN_2014_CARI,2014,3,4242
13,STBN_2014_CARI,2014,2,2000
45,STBN_2014_CARI,2014,2,2400
87,STBN_2014_CARI,2014,1,3600
85,STBN_2014_CARI,2014,3,3636
73,STBN_2014_CARI,2014,3,3939
75,STBN_2014_CARI,2014,3,3485
89,STBN_2014_CARI,2014,2,4242
80,STBN_2014_CARI,2014,3,2727
24,STBN_2014_CARI,2014,1,3182
73,STBN_2014_CARI,2014,2,3500
22,STBN_2014_CARI,2014,1,5303
87,STBN_2014_CARI,2014,2,3500
25,STBN_2014_CARI,2014,2,4000
87,STBN_2014_CARI,2014,3,3788
45,STBN_2014_CARI,2014,3,2727
84,STBN_2014_CARI,2014,2,4545
85,STBN_2014_CARI,2014,1,3000
91,STBN_2014_CARI,2014,1,3788
23,STBN_2014_CARI,2014,1,NA
80,STBN_2014_CARI,2014,1,2121
79,STBN_2014_CARI,2014,3,4545
76,STBN_2014_CARI,2014,2,2182
77,STBN_2014_CARI,2014,1,4242
82,STBN_2014_CARI,2014,1,4545
90,STBN_2014_CARI,2014,1,3182
84,STBN_2014_CARI,2014,1,4545
79,STBN_2014_CARI,2014,2,3333
88,STBN_2014_CARI,2014,2,3636
22,STBN_2014_CARI,2014,3,4242
15,STBN_2014_CARI,2014,2,4400
80,STBN_2014_CARI,2014,2,2150
91,STBN_2014_CARI,2014,3,4848
60,STBN_2014_CARI,2014,2,3333
77,STBN_2014_CARI,2014,3,4697
20,STBN_2014_CARI,2014,3,3900
22,STBN_2014_CARI,2014,2,4000
24,STBN_2014_CARI,2014,3,3200
89,STBN_2014_CARI,2014,1,3800
86,STBN_2014_CARI,2014,1,3500
88,STBN_2014_CARI,2014,1,3030
81,STBN_2014_CARI,2014,3,3939
84,STBN_2014_CARI,2014,3,5909
20,STBN_2014_CARI,2014,2,4000
20,STBN_2014_CARI,2014,1,4200
77,STBN_2014_CARI,2014,2,4697
15,STBN_2014_CARI,2014,1,4667
79,STBN_2014_CARI,2014,1,3600
15,STBN_2014_CARI,2014,3,3500
102,STBN_2015_CARI,2015,2,4167
78,STBN_2015_CARI,2015,3,2083
23,STBN_2015_CARI,2015,1,4514
98,STBN_2015_CARI,2015,3,3819
90,STBN_2015_CARI,2015,1,1910
78,STBN_2015_CARI,2015,1,2431
98,STBN_2015_CARI,2015,2,3299
99,STBN_2015_CARI,2015,2,2431
83,STBN_2015_CARI,2015,2,1563
97,STBN_2015_CARI,2015,3,2257
106,STBN_2015_CARI,2015,3,1389
105,STBN_2015_CARI,2015,1,3993
107,STBN_2015_CARI,2015,3,2778
101,STBN_2015_CARI,2015,1,521
100,STBN_2015_CARI,2015,2,2778
79,STBN_2015_CARI,2015,1,4340
104,STBN_2015_CARI,2015,3,3819
79,STBN_2015_CARI,2015,2,3993
86,STBN_2015_CARI,2015,1,4861
99,STBN_2015_CARI,2015,1,2431
103,STBN_2015_CARI,2015,3,694
42,STBN_2015_CARI,2015,1,2100
91,STBN_2015_CARI,2015,3,3819
92,STBN_2015_CARI,2015,2,2431
87,STBN_2015_CARI,2015,1,5035
73,STBN_2015_CARI,2015,1,4861
90,STBN_2015_CARI,2015,2,1910
9,STBN_2015_CARI,2015,3,2640
83,STBN_2015_CARI,2015,3,1389
23,STBN_2015_CARI,2015,2,4688
84,STBN_2015_CARI,2015,3,5035
99,STBN_2015_CARI,2015,3,2257
9,STBN_2015_CARI,2015,1,2100
25,STBN_2015_CARI,2015,2,4688
106,STBN_2015_CARI,2015,1,1736
100,STBN_2015_CARI,2015,3,2951
77,STBN_2015_CARI,2015,2,3993
80,STBN_2015_CARI,2015,2,4688
42,STBN_2015_CARI,2015,3,2310
104,STBN_2015_CARI,2015,1,3993
81,STBN_2015_CARI,2015,2,2951
91,STBN_2015_CARI,2015,2,4861
73,STBN_2015_CARI,2015,3,5208
103,STBN_2015_CARI,2015,2,1215
86,STBN_2015_CARI,2015,3,4167
81,STBN_2015_CARI,2015,1,2778
84,STBN_2015_CARI,2015,1,5208
73,STBN_2015_CARI,2015,2,4861
78,STBN_2015_CARI,2015,2,1910
106,STBN_2015_CARI,2015,2,1215
107,STBN_2015_CARI,2015,1,2778
81,STBN_2015_CARI,2015,3,3125
91,STBN_2015_CARI,2015,1,5035
90,STBN_2015_CARI,2015,3,2083
104,STBN_2015_CARI,2015,2,4167
42,STBN_2015_CARI,2015,2,2400
96,STBN_2015_CARI,2015,3,2257
92,STBN_2015_CARI,2015,1,2604
103,STBN_2015_CARI,2015,1,868
80,STBN_2015_CARI,2015,3,3472
98,STBN_2015_CARI,2015,1,3472
25,STBN_2015_CARI,2015,1,4514
96,STBN_2015_CARI,2015,2,2083
92,STBN_2015_CARI,2015,3,2778
97,STBN_2015_CARI,2015,1,2257
96,STBN_2015_CARI,2015,1,2431
101,STBN_2015_CARI,2015,3,694
24,STBN_2015_CARI,2015,3,2951
79,STBN_2015_CARI,2015,3,3993
105,STBN_2015_CARI,2015,3,4167
87,STBN_2015_CARI,2015,2,4688
80,STBN_2015_CARI,2015,1,4861
84,STBN_2015_CARI,2015,2,4861
83,STBN_2015_CARI,2015,1,1563
9,STBN_2015_CARI,2015,2,2000
25,STBN_2015_CARI,2015,3,4514
77,STBN_2015_CARI,2015,3,3819
23,STBN_2015_CARI,2015,3,4861
102,STBN_2015_CARI,2015,1,4514
100,STBN_2015_CARI,2015,1,2778
97,STBN_2015_CARI,2015,2,2431
101,STBN_2015_CARI,2015,2,694
24,STBN_2015_CARI,2015,2,3125
102,STBN_2015_CARI,2015,3,4167
77,STBN_2015_CARI,2015,1,3819
86,STBN_2015_CARI,2015,2,3993
24,STBN_2015_CARI,2015,1,2778
107,STBN_2015_CARI,2015,2,2951
105,STBN_2015_CARI,2015,2,4340
87,STBN_2015_CARI,2015,3,3819
188,STBN_2017_CARI,2017,1,595
160,STBN_2017_CARI,2017,1,1984
135,STBN_2017_CARI,2017,1,1786
111,STBN_2017_CARI,2017,1,2183
211,STBN_2017_CARI,2017,1,1190
107,STBN_2017_CARI,2017,2,1389
23,STBN_2017_CARI,2017,3,1794
9,STBN_2017_CARI,2017,3,1984
183,STBN_2017_CARI,2017,1,794
156,STBN_2017_CARI,2017,1,1250
142,STBN_2017_CARI,2017,1,1389
175,STBN_2017_CARI,2017,1,1389
137,STBN_2017_CARI,2017,1,595
176,STBN_2017_CARI,2017,1,992
199,STBN_2017_CARI,2017,1,794
24,STBN_2017_CARI,2017,1,397
112,STBN_2017_CARI,2017,1,1687
208,STBN_2017_CARI,2017,1,1290
133,STBN_2017_CARI,2017,1,1984
219,STBN_2017_CARI,2017,1,397
182,STBN_2017_CARI,2017,1,992
197,STBN_2017_CARI,2017,1,2579
25,STBN_2017_CARI,2017,3,992
192,STBN_2017_CARI,2017,1,2579
189,STBN_2017_CARI,2017,2,1905
191,STBN_2017_CARI,2017,1,1984
120,STBN_2017_CARI,2017,2,2579
186,STBN_2017_CARI,2017,1,794
166,STBN_2017_CARI,2017,1,2183
194,STBN_2017_CARI,2017,1,1389
200,STBN_2017_CARI,2017,1,992
223,STBN_2017_CARI,2017,1,2698
141,STBN_2017_CARI,2017,1,2381
168,STBN_2017_CARI,2017,1,1389
151,STBN_2017_CARI,2017,1,2460
147,STBN_2017_CARI,2017,1,1786
225,STBN_2017_CARI,2017,1,516
24,STBN_2017_CARI,2017,2,1389
226,STBN_2017_CARI,2017,1,873
148,STBN_2017_CARI,2017,1,1290
209,STBN_2017_CARI,2017,1,2183
224,STBN_2017_CARI,2017,1,1706
180,STBN_2017_CARI,2017,1,992
189,STBN_2017_CARI,2017,3,1587
25,STBN_2017_CARI,2017,2,2500
150,STBN_2017_CARI,2017,1,1667
198,STBN_2017_CARI,2017,1,595
24,STBN_2017_CARI,2017,3,1786
164,STBN_2017_CARI,2017,1,1786
157,STBN_2017_CARI,2017,1,2480
184,STBN_2017_CARI,2017,1,992
123,STBN_2017_CARI,2017,1,1984
221,STBN_2017_CARI,2017,1,1587
136,STBN_2017_CARI,2017,1,2381
203,STBN_2017_CARI,2017,1,2083
217,STBN_2017_CARI,2017,1,1290
130,STBN_2017_CARI,2017,1,794
206,STBN_2017_CARI,2017,1,1984
196,STBN_2017_CARI,2017,1,1647
120,STBN_2017_CARI,2017,3,2778
139,STBN_2017_CARI,2017,1,1984
189,STBN_2017_CARI,2017,1,992
187,STBN_2017_CARI,2017,1,1587
23,STBN_2017_CARI,2017,2,2183
205,STBN_2017_CARI,2017,1,2579
9,STBN_2017_CARI,2017,2,2381
201,STBN_2017_CARI,2017,1,2480
190,STBN_2017_CARI,2017,1,2183
121,STBN_2017_CARI,2017,1,1290
116,STBN_2017_CARI,2017,1,2083
202,STBN_2017_CARI,2017,1,1786
154,STBN_2017_CARI,2017,1,1190
120,STBN_2017_CARI,2017,1,2381
140,STBN_2017_CARI,2017,1,794
143,STBN_2017_CARI,2017,1,1587
9,STBN_2017_CARI,2017,1,2183
181,STBN_2017_CARI,2017,1,1190
220,STBN_2017_CARI,2017,1,1984
178,STBN_2017_CARI,2017,1,1389
25,STBN_2017_CARI,2017,1,1389
107,STBN_2017_CARI,2017,1,377
213,STBN_2017_CARI,2017,1,1984
185,STBN_2017_CARI,2017,1,1190
107,STBN_2017_CARI,2017,3,1786
207,STBN_2017_CARI,2017,1,1687
193,STBN_2017_CARI,2017,1,1587
119,STBN_2017_CARI,2017,1,2183
210,STBN_2017_CARI,2017,1,1587
227,STBN_2017_CARI,2017,1,1032
195,STBN_2017_CARI,2017,1,397
218,STBN_2017_CARI,2017,1,1905
212,STBN_2017_CARI,2017,1,1389
177,STBN_2017_CARI,2017,1,1190
204,STBN_2017_CARI,2017,1,2083
214,STBN_2017_CARI,2017,1,2579
222,STBN_2017_CARI,2017,1,2976
179,STBN_2017_CARI,2017,1,437
216,STBN_2017_CARI,2017,1,794
144,STBN_2017_CARI,2017,1,2302
149,STBN_2017_CARI,2017,1,913
23,STBN_2017_CARI,2017,1,1984
215,STBN_2017_CARI,2017,1,2460
121,STBN_2016_CARI,2016,1,350
122,STBN_2016_CARI,2016,1,1680
149,STBN_2016_CARI,2016,1,1140
166,STBN_2016_CARI,2016,1,4440
141,STBN_2016_CARI,2016,1,3680
128,STBN_2016_CARI,2016,1,NA
152,STBN_2016_CARI,2016,1,1110
25,STBN_2016_CARI,2016,4,3970
114,STBN_2016_CARI,2016,1,570
120,STBN_2016_CARI,2016,1,1900
110,STBN_2016_CARI,2016,1,1270
117,STBN_2016_CARI,2016,4,2860
158,STBN_2016_CARI,2016,1,480
164,STBN_2016_CARI,2016,1,1840
9,STBN_2016_CARI,2016,4,1780
133,STBN_2016_CARI,2016,1,3110
125,STBN_2016_CARI,2016,1,1590
119,STBN_2016_CARI,2016,1,2860
147,STBN_2016_CARI,2016,1,510
168,STBN_2016_CARI,2016,1,480
169,STBN_2016_CARI,2016,1,320
136,STBN_2016_CARI,2016,1,1840
156,STBN_2016_CARI,2016,1,3490
124,STBN_2016_CARI,2016,1,790
115,STBN_2016_CARI,2016,1,3650
118,STBN_2016_CARI,2016,1,2220
162,STBN_2016_CARI,2016,1,1840
159,STBN_2016_CARI,2016,1,570
139,STBN_2016_CARI,2016,1,2480
24,STBN_2016_CARI,2016,4,3650
107,STBN_2016_CARI,2016,2,2760
126,STBN_2016_CARI,2016,1,1590
146,STBN_2016_CARI,2016,1,1240
161,STBN_2016_CARI,2016,1,2350
163,STBN_2016_CARI,2016,1,570
131,STBN_2016_CARI,2016,1,890
170,STBN_2016_CARI,2016,1,1900
117,STBN_2016_CARI,2016,3,2600
24,STBN_2016_CARI,2016,2,950
9,STBN_2016_CARI,2016,1,4000
117,STBN_2016_CARI,2016,1,2630
25,STBN_2016_CARI,2016,3,1900
113,STBN_2016_CARI,2016,1,NA
123,STBN_2016_CARI,2016,1,1970
127,STBN_2016_CARI,2016,1,3020
154,STBN_2016_CARI,2016,1,630
144,STBN_2016_CARI,2016,1,950
107,STBN_2016_CARI,2016,3,2700
112,STBN_2016_CARI,2016,1,3810
167,STBN_2016_CARI,2016,1,630
148,STBN_2016_CARI,2016,1,790
107,STBN_2016_CARI,2016,4,2350
25,STBN_2016_CARI,2016,1,2480
132,STBN_2016_CARI,2016,1,320
107,STBN_2016_CARI,2016,1,3020
116,STBN_2016_CARI,2016,1,950
120,STBN_2016_CARI,2016,4,320
120,STBN_2016_CARI,2016,2,1590
25,STBN_2016_CARI,2016,2,3050
137,STBN_2016_CARI,2016,1,1900
157,STBN_2016_CARI,2016,1,1240
142,STBN_2016_CARI,2016,1,3080
135,STBN_2016_CARI,2016,1,1430
134,STBN_2016_CARI,2016,1,950
155,STBN_2016_CARI,2016,1,1110
9,STBN_2016_CARI,2016,3,730
9,STBN_2016_CARI,2016,2,2380
129,STBN_2016_CARI,2016,1,2220
111,STBN_2016_CARI,2016,1,4920
150,STBN_2016_CARI,2016,1,2160
109,STBN_2016_CARI,2016,1,2480
145,STBN_2016_CARI,2016,1,1270
165,STBN_2016_CARI,2016,1,570
117,STBN_2016_CARI,2016,2,3020
138,STBN_2016_CARI,2016,1,2060
143,STBN_2016_CARI,2016,1,1300
24,STBN_2016_CARI,2016,3,2220
160,STBN_2016_CARI,2016,1,1020
140,STBN_2016_CARI,2016,1,2320
151,STBN_2016_CARI,2016,1,950
24,STBN_2016_CARI,2016,1,3170
130,STBN_2016_CARI,2016,1,3020
120,STBN_2016_CARI,2016,3,570
153,STBN_2016_CARI,2016,1,480
25,STBN_2012_CARI,2012,2,1875
9,STBN_2012_CARI,2012,3,1771
17,STBN_2012_CARI,2012,2,208
9,STBN_2012_CARI,2012,2,1667
44,STBN_2012_CARI,2012,1,2708
19,STBN_2012_CARI,2012,2,2083
13,STBN_2012_CARI,2012,1,417
40,STBN_2012_CARI,2012,3,625
41,STBN_2012_CARI,2012,2,625
50,STBN_2012_CARI,2012,3,NA
44,STBN_2012_CARI,2012,3,2396
42,STBN_2012_CARI,2012,1,208
9,STBN_2012_CARI,2012,1,1875
14,STBN_2012_CARI,2012,2,625
13,STBN_2012_CARI,2012,2,1875
38,STBN_2012_CARI,2012,1,3333
46,STBN_2012_CARI,2012,3,1771
46,STBN_2012_CARI,2012,1,1875
15,STBN_2012_CARI,2012,1,417
23,STBN_2012_CARI,2012,1,2083
41,STBN_2012_CARI,2012,3,438
10,STBN_2012_CARI,2012,2,2333
21,STBN_2012_CARI,2012,2,1458
17,STBN_2012_CARI,2012,1,208
39,STBN_2012_CARI,2012,1,833
51,STBN_2012_CARI,2012,1,1167
23,STBN_2012_CARI,2012,3,1771
46,STBN_2012_CARI,2012,2,1667
39,STBN_2012_CARI,2012,2,750
17,STBN_2012_CARI,2012,3,208
50,STBN_2012_CARI,2012,2,NA
51,STBN_2012_CARI,2012,2,208
49,STBN_2012_CARI,2012,1,1875
36,STBN_2012_CARI,2012,3,313
11,STBN_2012_CARI,2012,3,563
12,STBN_2012_CARI,2012,2,1458
40,STBN_2012_CARI,2012,2,1042
36,STBN_2012_CARI,2012,2,417
20,STBN_2012_CARI,2012,3,313
47,STBN_2012_CARI,2012,2,1667
24,STBN_2012_CARI,2012,3,313
24,STBN_2012_CARI,2012,1,417
21,STBN_2012_CARI,2012,3,1229
48,STBN_2012_CARI,2012,2,625
37,STBN_2012_CARI,2012,3,313
36,STBN_2012_CARI,2012,1,208
21,STBN_2012_CARI,2012,1,1000
44,STBN_2012_CARI,2012,2,2083
25,STBN_2012_CARI,2012,3,2292
25,STBN_2012_CARI,2012,1,2708
43,STBN_2012_CARI,2012,1,167
37,STBN_2012_CARI,2012,1,208
45,STBN_2012_CARI,2012,1,2667
13,STBN_2012_CARI,2012,3,1146
10,STBN_2012_CARI,2012,3,2417
48,STBN_2012_CARI,2012,3,813
43,STBN_2012_CARI,2012,3,292
49,STBN_2012_CARI,2012,2,1667
37,STBN_2012_CARI,2012,2,417
19,STBN_2012_CARI,2012,3,1563
22,STBN_2012_CARI,2012,2,2000
48,STBN_2012_CARI,2012,1,1000
39,STBN_2012_CARI,2012,3,792
11,STBN_2012_CARI,2012,2,625
14,STBN_2012_CARI,2012,1,208
20,STBN_2012_CARI,2012,2,208
38,STBN_2012_CARI,2012,2,2667
15,STBN_2012_CARI,2012,2,583
24,STBN_2012_CARI,2012,2,208
14,STBN_2012_CARI,2012,3,417
47,STBN_2012_CARI,2012,3,1667
42,STBN_2012_CARI,2012,3,417
49,STBN_2012_CARI,2012,3,1771
50,STBN_2012_CARI,2012,1,NA
42,STBN_2012_CARI,2012,2,625
41,STBN_2012_CARI,2012,1,250
10,STBN_2012_CARI,2012,1,2500
22,STBN_2012_CARI,2012,1,2083
51,STBN_2012_CARI,2012,3,688
47,STBN_2012_CARI,2012,1,1667
38,STBN_2012_CARI,2012,3,3000
43,STBN_2012_CARI,2012,2,417
15,STBN_2012_CARI,2012,3,500
40,STBN_2012_CARI,2012,1,208
11,STBN_2012_CARI,2012,1,500
23,STBN_2012_CARI,2012,2,1458
12,STBN_2012_CARI,2012,1,1000
19,STBN_2012_CARI,2012,1,1042
20,STBN_2012_CARI,2012,1,417
22,STBN_2012_CARI,2012,3,2042
45,STBN_2012_CARI,2012,3,2688
45,STBN_2012_CARI,2012,2,2708
12,STBN_2012_CARI,2012,3,1229
44,STBN_2012_CSS,2012,3,2050
41,STBN_2012_CSS,2012,2,1600
17,STBN_2012_CSS,2012,3,2388
24,STBN_2012_CSS,2012,2,1700
50,STBN_2012_CSS,2012,1,NA
17,STBN_2012_CSS,2012,2,2240
23,STBN_2012_CSS,2012,3,2400
52,STBN_2012_CSS,2012,2,2050
25,STBN_2012_CSS,2012,3,2120
20,STBN_2012_CSS,2012,1,2540
38,STBN_2012_CSS,2012,2,3142
11,STBN_2012_CSS,2012,3,2412
51,STBN_2012_CSS,2012,1,3400
40,STBN_2012_CSS,2012,3,NA
14,STBN_2012_CSS,2012,1,3840
24,STBN_2012_CSS,2012,3,2120
17,STBN_2012_CSS,2012,1,2600
10,STBN_2012_CSS,2012,3,3216
36,STBN_2012_CSS,2012,1,2600
25,STBN_2012_CSS,2012,2,1880
41,STBN_2012_CSS,2012,3,1725
42,STBN_2012_CSS,2012,3,2445
38,STBN_2012_CSS,2012,1,4426
23,STBN_2012_CSS,2012,2,2710
46,STBN_2012_CSS,2012,3,2445
43,STBN_2012_CSS,2012,2,2255
15,STBN_2012_CSS,2012,3,2388
13,STBN_2012_CSS,2012,2,2300
21,STBN_2012_CSS,2012,3,3376
47,STBN_2012_CSS,2012,2,2360
48,STBN_2012_CSS,2012,2,2600
51,STBN_2012_CSS,2012,2,2750
40,STBN_2012_CSS,2012,2,NA
46,STBN_2012_CSS,2012,2,2710
45,STBN_2012_CSS,2012,2,2600
12,STBN_2012_CSS,2012,3,2680
19,STBN_2012_CSS,2012,3,3020
13,STBN_2012_CSS,2012,1,2632
37,STBN_2012_CSS,2012,3,2464
39,STBN_2012_CSS,2012,1,4315
19,STBN_2012_CSS,2012,2,2360
49,STBN_2012_CSS,2012,2,1800
21,STBN_2012_CSS,2012,1,4840
43,STBN_2012_CSS,2012,3,2785
45,STBN_2012_CSS,2012,1,2200
47,STBN_2012_CSS,2012,1,3000
22,STBN_2012_CSS,2012,2,3400
15,STBN_2012_CSS,2012,1,2450
24,STBN_2012_CSS,2012,1,2600
10,STBN_2012_CSS,2012,1,4760
25,STBN_2012_CSS,2012,1,2320
19,STBN_2012_CSS,2012,1,2850
49,STBN_2012_CSS,2012,1,2120
22,STBN_2012_CSS,2012,1,4600
23,STBN_2012_CSS,2012,1,3400
48,STBN_2012_CSS,2012,3,2575
45,STBN_2012_CSS,2012,3,2420
11,STBN_2012_CSS,2012,1,2800
51,STBN_2012_CSS,2012,3,3000
50,STBN_2012_CSS,2012,3,NA
46,STBN_2012_CSS,2012,1,3200
10,STBN_2012_CSS,2012,2,2000
44,STBN_2012_CSS,2012,1,2800
52,STBN_2012_CSS,2012,3,2440
42,STBN_2012_CSS,2012,1,2365
39,STBN_2012_CSS,2012,2,2265
39,STBN_2012_CSS,2012,3,2844
21,STBN_2012_CSS,2012,2,2312
38,STBN_2012_CSS,2012,3,3033
20,STBN_2012_CSS,2012,2,1880
36,STBN_2012_CSS,2012,2,2122
40,STBN_2012_CSS,2012,1,NA
50,STBN_2012_CSS,2012,2,NA
11,STBN_2012_CSS,2012,2,2100
42,STBN_2012_CSS,2012,2,2500
13,STBN_2012_CSS,2012,3,2780
20,STBN_2012_CSS,2012,3,2366
47,STBN_2012_CSS,2012,3,2610
52,STBN_2012_CSS,2012,1,2550
43,STBN_2012_CSS,2012,1,2500
14,STBN_2012_CSS,2012,2,2800
37,STBN_2012_CSS,2012,1,3000
14,STBN_2012_CSS,2012,3,3400
12,STBN_2012_CSS,2012,2,2400
36,STBN_2012_CSS,2012,3,2410
12,STBN_2012_CSS,2012,1,2000
15,STBN_2012_CSS,2012,2,2100
37,STBN_2012_CSS,2012,2,2222
48,STBN_2012_CSS,2012,1,2410
49,STBN_2012_CSS,2012,3,1980
22,STBN_2012_CSS,2012,3,3800
44,STBN_2012_CSS,2012,2,2000
41,STBN_2012_CSS,2012,1,2000
12,STBN_2012_DRR,2012,3,2738
10,STBN_2012_DRR,2012,3,2480
43,STBN_2012_DRR,2012,3,4435
15,STBN_2012_DRR,2012,3,4671
11,STBN_2012_DRR,2012,2,1800
44,STBN_2012_DRR,2012,1,2955
19,STBN_2012_DRR,2012,2,3795
13,STBN_2012_DRR,2012,2,2635
17,STBN_2012_DRR,2012,2,3185
45,STBN_2012_DRR,2012,2,2785
14,STBN_2012_DRR,2012,3,3430
24,STBN_2012_DRR,2012,2,4815
40,STBN_2012_DRR,2012,3,3983
22,STBN_2012_DRR,2012,3,3235
24,STBN_2012_DRR,2012,3,4185
20,STBN_2012_DRR,2012,1,3780
17,STBN_2012_DRR,2012,1,2355
47,STBN_2012_DRR,2012,3,4248
50,STBN_2012_DRR,2012,2,4400
36,STBN_2012_DRR,2012,1,3115
50,STBN_2012_DRR,2012,1,3400
46,STBN_2012_DRR,2012,2,3175
29,STBN_2012_DRR,2012,2,4200
23,STBN_2012_DRR,2012,3,4303
48,STBN_2012_DRR,2012,3,3674
41,STBN_2012_DRR,2012,1,4400
25,STBN_2012_DRR,2012,2,4725
46,STBN_2012_DRR,2012,3,3461
25,STBN_2012_DRR,2012,1,4125
10,STBN_2012_DRR,2012,2,2020
47,STBN_2012_DRR,2012,2,3525
12,STBN_2012_DRR,2012,2,1675
43,STBN_2012_DRR,2012,2,4785
23,STBN_2012_DRR,2012,2,4505
38,STBN_2012_DRR,2012,3,1925
29,STBN_2012_DRR,2012,1,3420
48,STBN_2012_DRR,2012,1,1948
36,STBN_2012_DRR,2012,3,3170
15,STBN_2012_DRR,2012,2,4355
51,STBN_2012_DRR,2012,2,3260
21,STBN_2012_DRR,2012,1,1650
45,STBN_2012_DRR,2012,1,3830
24,STBN_2012_DRR,2012,1,3555
38,STBN_2012_DRR,2012,1,2100
46,STBN_2012_DRR,2012,1,3747
50,STBN_2012_DRR,2012,3,3900
36,STBN_2012_DRR,2012,2,3225
17,STBN_2012_DRR,2012,3,2770
42,STBN_2012_DRR,2012,2,4150
38,STBN_2012_DRR,2012,2,1750
41,STBN_2012_DRR,2012,3,4125
44,STBN_2012_DRR,2012,2,2705
19,STBN_2012_DRR,2012,1,3700
11,STBN_2012_DRR,2012,3,1515
39,STBN_2012_DRR,2012,1,2400
10,STBN_2012_DRR,2012,1,2940
49,STBN_2012_DRR,2012,2,4385
21,STBN_2012_DRR,2012,3,1875
14,STBN_2012_DRR,2012,2,3600
19,STBN_2012_DRR,2012,3,3748
13,STBN_2012_DRR,2012,3,3049
42,STBN_2012_DRR,2012,1,4000
20,STBN_2012_DRR,2012,3,3663
44,STBN_2012_DRR,2012,3,2830
22,STBN_2012_DRR,2012,1,3800
25,STBN_2012_DRR,2012,3,4425
49,STBN_2012_DRR,2012,1,4622
49,STBN_2012_DRR,2012,3,4504
41,STBN_2012_DRR,2012,2,3850
42,STBN_2012_DRR,2012,3,4075
37,STBN_2012_DRR,2012,1,3623
39,STBN_2012_DRR,2012,2,1344
43,STBN_2012_DRR,2012,1,4085
20,STBN_2012_DRR,2012,2,3545
47,STBN_2012_DRR,2012,1,4970
12,STBN_2012_DRR,2012,1,3800
48,STBN_2012_DRR,2012,2,5400
11,STBN_2012_DRR,2012,1,1230
13,STBN_2012_DRR,2012,1,3462
14,STBN_2012_DRR,2012,1,3260
40,STBN_2012_DRR,2012,1,3500
51,STBN_2012_DRR,2012,1,3900
21,STBN_2012_DRR,2012,2,2100
37,STBN_2012_DRR,2012,2,4225
22,STBN_2012_DRR,2012,2,2670
29,STBN_2012_DRR,2012,3,3810
23,STBN_2012_DRR,2012,1,4100
37,STBN_2012_DRR,2012,3,3924
45,STBN_2012_DRR,2012,3,3308
15,STBN_2012_DRR,2012,1,4987
40,STBN_2012_DRR,2012,2,4465
51,STBN_2012_DRR,2012,3,3580
39,STBN_2012_DRR,2012,3,1872
53,STBN_2012_CSSRI_CT,2012,1,4013
49,STBN_2012_CSSRI_CT,2012,1,3267
45,STBN_2012_CSSRI_CT,2012,2,1733
15,STBN_2012_CSSRI_CT,2012,1,4229
12,STBN_2012_CSSRI_CT,2012,2,1742
21,STBN_2012_CSSRI_CT,2012,3,375
23,STBN_2012_CSSRI_CT,2012,2,3338
23,STBN_2012_CSSRI_CT,2012,3,2867
40,STBN_2012_CSSRI_CT,2012,3,2229
11,STBN_2012_CSSRI_CT,2012,3,1525
